Identifier, Size, m5, p2, p4, p1, m6, p5, m1, m2, m3, m4, p3, p6
ECB_03520, 1127.7, , , , , , , 34250:3:4:0.427083, , 56750:1:1:0, 26250:1:1:0.0212766;26250:1:1:0;26750:2:2:0.982456;42250:1:1:0;9750:2:2:1, , 56750:3:3:0.883333;36250:1:1:0;31750:1:1:0.00917431;46750:3:4:0.601942;44250:3:4:0.625;30750:1:1:0
ECB_03521, 1894.0, , , 47750:1:1:0, , , , 32250:1:1:0;36250:1:1:0;53750:3:4:0.258993, 27750:1:1:0, 45750:1:1:0, 56250:3:4:0.205128, 7750:1:1:0, 8750:1:1:0;45250:3:4:0.609524;4250:2:2:0.990654;26750:3:6:0.0335821
ECB_03522, 472.7, , , , , , , , , , , , 20250:2:2:1
ECB_03523, 948.3, , , , , , , 55750:3:3:0.553191, 5750:3:6:0.862745, , 37250:1:1:0, 18750:1:1:0;23250:1:1:0, 35750:1:1:0.0142857;10750:1:1:0;19250:1:1:0
ECB_03524, 246.0, , , , , , , 30250:3:3:0.572917, , , , , 18250:1:1:0;16750:1:1:0;16750:1:1:0;33250:3:3:0.267606
ECB_03525, 344.7, , , , , , , , 36750:2:6:0.931373, 57750:3:5:0.0914286, , 35750:1:1:0, 9250:1:1:0.0108696;4750:2:2:1
ECB_03526, 220.7, , , , , , , 49750:3:4:0.357895, , , , , 
ECB_03527, 253.3, , , , , , , 57250:3:6:0.105263, , , , , 
ECB_03528, 191.3, , , , , , , 53750:3:4:0.479167, , , , , 44250:2:2:1
ECB_03529, 235.7, , , , , , , , , , , , 9750:1:1:0
ECB_03530, 228.7, , , , , , , , , , , , 28250:1:1:0
ECB_03531, 2701.7, , , , , 57250:3:6:0.705479, , 47750:3:4:0.421875;52750:1:1:0, 23250:1:1:0;18750:1:1:0, 43750:1:1:0, 45750:1:1:0;37750:1:1:0, 40750:2:3:0.961538, 13750:1:1:0;10250:1:1:0;15250:2:2:0.995434;37750:1:1:0.00938967;34750:1:1:0.00881057;12250:1:1:0;38250:3:6:0.202381;7250:1:1:0;16750:1:1:0.00537634
ECB_03532, 431.3, 19250:1:1:0, , , , , , 33250:3:4:0.430769, , , , , 55250:3:4:0.0645161;46750:1:1:0
ECB_03533, 190.0, , , , , , , , , 35250:1:1:0, 20250:1:1:0, , 20250:2:2:1
ECB_03534, 144.0, , , , , , , 47750:3:3:0.556818, , , , , 
ECB_03538, 181.7, , , , , , , , , , , , 17750:2:2:1
ECB_03539, 80.7, , , , , , , , , , , , 31250:3:3:0.88785
ECB_03540, 619.3, , , , , , , 59250:3:6:0.132353, , , , , 29250:1:1:0;45750:3:4:0.0666667
ECB_03541, 213.7, , , , , , , , , 34750:1:1:0, 31750:1:1:0.0204082, 17250:1:4:0, 8250:1:1:0
ECB_03545, 334.0, , , , , , , , , 44250:2:2:0.92126, , , 
ECB_03654, 314.3, , , , , , , , , , , , 
ECB_03690, 782.7, , , , , , , 21250:3:4:0.453608, , , , 23250:2:3:1, 7250:1:1:0;48750:1:1:0
ECB_03693, 405.3, , , , , , , 34250:3:3:0.561798, , , , , 18250:1:1:0;39250:3:4:0.0873786
ECB_03694, 795.0, , , , , , , 38250:1:1:0;49750:1:1:0, , , , , 20250:2:2:0.991071
ECB_03695, 95.7, , 52750:1:1:0, , , , , , , , , , 
ECB_03709, 790.3, , , , , , , 51250:1:1:0;50750:1:1:0;53750:1:1:0, 17750:1:4:0.0352941;6250:1:1:0, 14750:1:1:0, , , 
ECB_03710, 998.7, , , , 14250:2:2:1, , , , 24250:1:4:0.0229885, , , 28250:1:1:0;13250:2:2:1, 750:3:4:0.0392157;15750:1:1:0;30250:1:1:0
ECB_03711, 333.3, , , , , , , , 7750:2:3:1, 56750:1:1:0, , , 59750:1:1:0
ECB_03712, 811.3, , , , , , , 28750:1:1:0, , , , , 28250:1:1:0;49750:1:1:0.00757576
ECB_03713, 1089.3, , , , , , 43250:3:4:0.46, 39750:3:4:0.264368, , , 29750:2:2:1, , 54750:1:1:0;30750:1:1:0;36250:1:1:0
ECB_03714, 1260.7, , , , , , , 28750:3:3:0.506024;34250:3:3:0.6875;51250:1:1:0;32250:1:1:0, 5750:1:4:0.0153846, , , , 
ECB_03715, 684.3, , 32750:1:1:0, , 10250:1:1:0, , , , , 43250:1:1:0, 19250:1:1:0, 3250:2:2:0.909091;12250:2:2:1, 39250:1:1:0;42750:3:4:0.110345;15750:1:1:0;7250:1:1:0
ECB_03716, 632.0, , 3250:1:1:0, , , , , 48750:3:3:0.447368, , , , 48250:2:6:0.857143, 30750:3:3:0.881579;4750:2:2:0.993056;21750:2:2:1;26250:1:1:0;6750:1:1:0
ECB_03719, 1198.3, , , , 33750:2:3:1, , , 52250:1:1:0;52750:1:1:0, , , 41250:1:1:0;21250:2:2:1;37250:3:4:0.288889, , 21250:1:1:0;32250:3:3:0.904459;48250:3:4:0.0503145;4750:2:2:1
ECB_03720, 426.3, 44750:1:4:0.0300752, , , , , , 25750:2:2:1, , , , , 20250:1:1:0;60750:3:4:0.0857143
ECB_03721, 789.7, , , , , , , 40250:3:4:0.393258;32250:1:1:0;32250:1:1:0, , , 13250:1:1:0, 8750:1:1:0, 19750:2:2:1;46250:3:3:0.895833
ECB_03722, 487.7, , , 6750:2:2:1, , , , 36750:1:1:0, 10750:1:4:0.0238095, , 43250:1:1:0, , 
ECB_03723, 792.3, , , , , , , 19750:1:1:0;53750:3:4:0.345455;26250:2:2:1;43250:1:1:0, 19250:1:1:0;15750:1:1:0.031746, , , , 55250:1:1:0.0117647;9250:1:1:0
ECB_03724, 701.0, , , , , , , 32750:1:1:0;30250:1:1:0, 15750:1:1:0, , , , 31250:2:3:0.96;30250:1:1:0.00763359
ECB_03786, 1204.7, , , , , , , 43250:3:3:0.55, , , 30750:2:2:0.906977, 8750:2:2:1;7250:2:2:1, 15750:1:1:0;29250:1:1:0;9250:1:1:0;37750:1:1:0.011236;28250:1:1:0;8250:1:1:0.00460829
ECB_03822, 494.0, , , , , , , , 17750:1:4:0.025;30250:1:1:0, , , , 42750:3:4:0.0775194;56750:3:6:0.804688
ECB_04071, 1113.7, , , , , , , 26250:2:2:1, 57750:3:6:0.329268, , 36750:1:1:0, , 
ECB_04072, 1615.3, , , , , , , 35250:1:1:0, , , 11250:1:1:0;34250:1:1:0, 9250:1:1:0;4750:1:1:0, 8250:2:2:0.978873;9750:1:1:0;44750:3:4:0.091954;9250:1:1:0;15250:1:1:0
ECB_04073, 1207.7, , , , , , , , 30250:1:1:0;15250:1:1:0, , 50250:1:1:0;9750:1:1:0;24750:1:1:0, 23250:1:1:0, 10250:2:2:1;27250:1:1:0;8750:1:1:0.00714286
ECB_04074, 610.7, , , , 31250:1:1:0, , , 49250:1:1:0, , 53750:1:1:0.0125;43250:1:1:0, 9750:2:2:1, 10250:2:2:1;51250:1:1:0, 3750:1:1:0
ECB_04075, 649.7, , , , , , , 48750:1:1:0.0253165, , , 20250:2:2:1, 10750:1:1:0, 11250:1:1:0;16750:1:1:0.00847458
ECB_04076, 716.3, , , , , , , 26750:2:2:1, 35250:2:3:0.952381, 51250:1:1:0, , , 34250:1:1:0;46250:1:1:0;45250:3:4:0.0617284
ECB_04147, 285.3, , , , , , , 33250:3:4:0.533333;35250:3:4:0.552941, , , 38750:1:1:0, 15750:1:1:0, 23750:1:1:0
ECB_04148, 1683.3, 17750:1:1:0, , , , , , 45250:1:1:0, 36250:2:3:0.941176, 34750:2:2:1;48750:1:1:0, 13250:1:1:0;23750:1:1:0, 21250:2:3:0.972222;40750:2:3:1;48750:1:1:0;13750:1:1:0, 20250:2:2:1;46750:3:4:0.0718954;3250:1:1:0;54750:1:1:0;4750:1:1:0
ECB_04152, 357.0, , , , , , , , , , 49750:3:4:0.220588;56250:3:4:0.197183;49750:3:7:0.131148;41750:1:1:0;41750:1:1:0, , 31250:3:3:0.88806
ECB_04162, 340.0, , , , , 27750:3:3:0.884211, , , 4750:1:1:0.0140845;18750:1:4:0.0178571, 53750:1:1:0.016, 48250:3:4:0.235955, 35250:2:6:0.804878, 13750:1:1:0
ECB_04174, 299.3, , , , , , , 42250:1:1:0, , , 29750:1:1:0, 38250:1:1:0.027027, 
ECB_04261, 241.3, , , , , , , 51750:1:1:0, , , 38250:1:1:0, , 43750:1:1:0
aas, 1787.0, , , , , , , 26750:2:2:1, 18750:1:4:0.0240964, 50250:2:2:0.966443, , 10250:1:1:0;38750:1:1:0;27750:2:3:1, 13750:1:1:0;4250:2:2:0.980952;10250:2:2:0.989011;18750:1:1:0;3250:1:1:0.0243902
aat, 587.0, , , , , , 28250:1:1:0, , 6750:1:4:0.04, 53750:1:1:0, 22250:1:1:0, 45250:1:1:0, 7250:1:1:0
abgA, 1119.7, , , , , , , 48250:3:4:0.465517;48250:1:1:0, , 43250:1:1:0, 9750:2:2:1;40750:1:1:0, 24250:2:3:1, 750:1:1:0
abgB, 1126.7, , , , , , , 38250:3:3:0.653465;50750:1:1:0, 25250:1:4:0;17250:1:1:0;31750:2:3:0.894737, , , 35250:1:1:0, 
abgR, 783.7, , , , , , , 44750:3:4:0.455556, 43750:1:1:0, , , , 8250:2:2:1;55750:1:1:0.00819672
abgT, 1247.7, , , , , , , , , 53250:1:1:0, , 47250:2:3:1;18750:1:4:0;41250:1:1:0, 750:1:1:0;7250:1:1:0;29750:1:1:0;23750:1:1:0;17750:1:1:0.00675676;13250:1:1:0.00813008;26250:1:1:0
abrB, 919.0, , , , , , , 44750:3:4:0.552632;28250:3:4:0.42029, , , 50250:1:1:0;48250:1:1:0, 48750:1:1:0, 41750:3:4:0.102041
accA, 743.0, , , , , , , 43250:3:3:0.584906, , , , 29750:1:1:0, 
accB, 462.0, , , , , , , 30750:3:4:0.44, , 47750:2:2:0.946429, , , 
accC, 1047.0, , , , , , , 33250:1:1:0, , , 13750:1:1:0, , 17750:2:2:1
accD, 805.0, , , , , , , 26250:2:2:1;52750:1:1:0, 7750:2:3:1, 57750:1:5:0.056338, , 42750:1:1:0;25750:1:1:0, 26750:3:4:0.0447761;62750:3:6:0.14433;37250:1:1:0
aceA, 1030.0, , , , , , , 28250:3:3:0.638889, , 33750:2:2:1;36250:1:1:0;40750:3:5:0.12037;43250:1:1:0, , , 
aceB, 1344.0, , , , , , , 5750:1:1:0, 3750:1:1:0;26250:1:1:0, 35250:1:1:0, , 41250:2:3:0.947368;22750:1:1:0, 28250:3:4:0.0934579;25250:1:1:0;750:1:1:0
aceE, 2155.7, , , , , , , 30250:3:3:0.625;26750:1:1:0, 20750:1:4:0, 44250:2:2:0.932692;57250:3:5:0.901961, 25250:1:1:0, 18750:1:4:0;35750:1:1:0, 31750:1:1:0.00740741;4750:2:2:1
aceF, 1340.0, , , , , , , 33250:1:1:0;38250:1:1:0, , , 58750:3:4:0.208333, 16750:1:4:0;38750:1:1:0, 9250:1:1:0;41750:1:1:0;50250:3:4:0.101266
aceK, 1366.3, , , , , , , 51750:1:1:0, , , , 21750:1:4:0, 58750:3:6:0.686131
ackA, 1014.3, , , , , , , , 17750:1:1:0, , 29250:2:2:1, 39750:1:1:0;34250:1:1:0, 15250:2:2:1;17250:2:2:0.98913
acnA, 2132.0, , , , , , , , 17750:1:1:0;14750:1:4:0, 44250:2:2:0.936364;36250:1:1:0;38750:1:1:0.00847458;45750:1:1:0, 56750:1:1:0;45250:3:3:0.83871, 10250:1:1:0;40750:1:1:0, 29250:1:1:0;40750:2:3:0.942623;60750:3:6:0.0183486
acnB, 2055.0, , , , , , , 46250:1:1:0, , , , , 28250:3:4:0.116129;10750:2:2:0.989899
acpD, 574.3, 23750:3:4:0.1, , , , , , , 21250:1:1:0, 47750:2:2:0.913462;24250:2:2:1, 16750:2:2:1;37750:1:1:0, 11750:1:1:0, 33250:1:1:0
acpP, 285.3, , , , 1750:2:2:1, , , , , , , , 
acpS, 301.3, , , , , , , , 23750:1:1:0, 45750:1:1:0, , 19750:1:1:0, 23250:1:1:0;28250:2:3:0.970588
acpT, 506.0, , , , , , , 26250:2:2:1, , 50750:1:1:0;53750:1:1:0, 56250:1:1:0, , 4250:2:2:0.991736
acrA, 1016.3, , , , , , , 32250:1:1:0;32750:1:1:0;41250:1:1:0, , 14750:1:1:0;53250:3:5:0.893939, , 42250:1:1:0;20750:2:3:1, 19250:1:1:0;3250:1:1:0
acrB, 2428.0, , , , 42750:1:4:0, , , 57250:3:6:0.311688;53250:1:1:0;30250:3:3:0.38961;58250:3:6:0.308642;52250:1:1:0;32250:1:1:0;28250:1:1:0, 23250:1:1:0;22250:2:3:0.962963, 45750:1:1:0;53250:3:5:0.862595;45750:2:2:0.990291, 55750:1:1:0;43250:3:4:0.354839;29250:1:1:0, 16750:1:1:0;17750:1:1:0;14250:1:1:0, 16250:1:1:0;5250:2:2:0.994012;21750:1:1:0;31250:1:1:0
acrD, 2459.7, , , , , , , 32250:3:3:0.597403;25250:2:2:1;50250:3:4:0.344828, , , 36750:3:3:0.761905;36250:1:1:0;29750:1:1:0, 58750:3:6:0.230769;14750:1:1:0;37750:1:1:0.0277778;41250:1:1:0;7750:2:2:1;32750:2:3:1;58250:3:6:0.9, 1750:1:1:0;28250:3:3:0.890411;1250:1:1:0;1250:1:1:0
acrE, 980.0, , , , , , , 33250:3:4:0.567164;42750:3:3:0.577465, 36750:1:1:0, , 58250:3:6:0.142857;41750:1:1:0, 28250:1:1:0;20750:2:3:1, 27750:2:3:0.960938;53750:3:4:0.119048;15750:1:1:0
acrF, 2333.3, , , , , , 25750:3:3:0.518987, 35250:3:3:0.686747;39750:1:1:0, , 48750:2:2:0.920635;35250:2:2:1, 41750:1:1:0;16250:2:2:0.985507;13750:2:2:1, 54250:1:1:0.0285714;24750:1:1:0;39750:1:1:0, 53250:1:1:0;4750:2:2:1;27750:1:1:0;5750:1:1:0;28250:3:3:0.795455;49750:1:1:0;33250:1:1:0;10250:2:2:1;49750:3:4:0.0490798
acrR, 545.7, , , , , , , , , , 12750:1:1:0, , 48250:3:4:0.0555556
acs, 1577.3, 37750:2:3:0.956098;9250:1:1:0, 34750:2:2:1;1250:1:1:0, 16750:2:2:1;3750:1:1:0, 17250:1:1:0;43750:1:1:0, 12250:2:3:0.97561, , 7250:1:1:0, 9750:1:1:0;30250:1:1:0;3750:1:4:0.0535714, , 2750:2:2:0.985294, 9250:1:1:0, 43750:3:3:0.918919;53250:3:6:0.126667;3750:1:1:0;2750:1:1:0;20750:2:2:1
actP, 1287.3, 29750:1:1:0, , , 28250:1:1:0;9250:1:1:0, 27750:3:3:0.884058, 41250:3:3:0.664894;11250:3:3:0.737805, , 12750:1:4:0.0428571, , 16750:2:2:1, 10750:1:1:0;14250:2:2:1;12750:1:1:0;13250:1:1:0, 9250:1:1:0;22250:2:2:1;6750:1:1:0.00757576;47250:1:1:0
ada, 885.7, , , , , , , , 19750:2:3:0.9, 46250:1:1:0, 34750:1:1:0;8250:2:2:0.909091, 40250:1:1:0;35250:1:1:0;46250:1:1:0, 27250:3:4:0.0879121
add, 860.7, 54750:3:6:0.819149, , , , , , , , , 12750:2:2:1, 28750:3:6:0.714286;19250:2:3:1, 36750:1:1:0;4750:1:1:0;49750:3:4:0.0363636;3250:1:1:0
ade, 1425.3, , , , , , , 45750:1:1:0;26250:2:2:1;27250:1:1:0;26750:2:2:1, , , 6250:3:4:0.235294, , 30750:1:1:0;31750:1:1:0;16750:2:2:0.992248;46750:1:1:0;32250:3:4:0.0701754;24250:2:2:1
adhE, 2217.7, , , , , , , 26750:1:1:0, 22250:1:4:0.0222222;5250:1:1:0;58750:3:6:0.410256;36250:1:1:0;44250:1:1:0, 58250:3:5:0.383562, 10250:2:2:1;48250:3:4:0.271186, 22250:1:1:0;19250:1:1:0;36250:2:3:1;16750:2:2:1, 16250:1:1:0;29250:3:4:0.0241935;55750:1:1:0;12250:2:2:1
adhP, 892.0, , , , , , , 26750:1:1:0, , 35250:1:1:0, 17750:1:1:0;17750:1:1:0, , 
adiA, 1856.0, , , , , , , 32250:3:3:0.556962, 19250:1:4:0, , 55250:1:1:0;53250:1:1:0;50250:1:1:0;17750:1:1:0, 31250:1:1:0, 8250:1:1:0
adiY, 699.0, , , , , , , , 37750:1:1:0, , 25250:1:1:0, 23250:2:3:1;42250:1:1:0;18750:1:1:0, 3250:1:1:0;46750:1:1:0;19750:1:1:0
adk, 591.3, , , , , , , , 39750:1:1:0, , , , 31750:1:1:0.00990099;4750:2:2:1
aegA, 1614.7, , , , , , , 28250:3:3:0.529412, , , 48250:3:3:0.808511;54250:1:1:0.0294118;30250:1:1:0;14750:1:1:0;58750:3:4:0.27451, 43750:1:1:0;39750:1:1:0;32750:1:1:0;20750:1:4:0, 23750:1:1:0.0106383;9250:1:1:0;13750:1:1:0.0107527;45250:3:4:0.0616438
aer, 1263.3, , , , , , , 41750:1:1:0, 12250:1:1:0, 53250:3:5:0.881579, 55750:1:1:0.0169492, 15250:1:1:0.0344828;45250:1:1:0;14750:1:1:0, 18250:2:2:1;28250:1:1:0
aes, 829.0, 9250:1:1:0, , , 40250:1:4:0, , , 40250:1:1:0;42250:1:1:0;34250:3:4:0.305882, 27750:1:1:0, 56750:3:5:0.90625, 32750:1:1:0;48250:3:4:0.3125, 40750:1:1:0, 20750:2:2:0.990476;43250:1:1:0
agaA, 855.0, , , , , , , , , 48750:2:2:0.888889, 58750:3:6:0.0789474, , 45250:3:4:0.0659341;4750:2:2:0.988372;62250:3:6:0.488636
agaB, 471.7, , , , , , , 47250:1:1:0, , , 45250:1:1:0;9750:1:1:0, 8250:1:1:0, 16750:1:1:0
agaC, 645.3, , , , , , , , 3250:2:2:1, , 45750:3:4:0.114286, 30250:2:3:1;37250:1:1:0, 3250:1:1:0
agaD, 597.0, , , , , , , 36750:1:1:0, 5750:1:4:0, , 47750:3:3:0.7, , 30250:1:1:0;35750:1:1:0
agaE, 654.0, , , , , , , , , 36250:1:1:0;43750:1:1:0, 9750:2:2:0.981481, , 42750:3:4:0.0495868
agaF, 351.3, , , , , , , , , 44750:2:2:0.951807, , , 
agaI, 579.3, , , , , , , 53750:3:4:0.311475, , , , 32250:1:1:0, 47250:1:1:0;42750:3:4:0.0544218;16750:1:1:0
agaR, 727.7, , , , , , , 35250:3:4:0.349398, 24750:1:4:0.0540541, , , 25750:1:4:0, 42750:1:1:0;31250:3:3:0.908451;24750:2:2:1
agaS, 974.0, , , , , , , 48750:1:1:0;40250:3:4:0.457143;42750:3:4:0.455882, , 53750:3:5:0.029703, , 52250:1:1:0;23750:2:3:1, 1750:1:1:0;31750:1:1:0;54750:3:6:0.253968
agaV, 383.7, , , , , , , 44750:3:4:0.37037, , 55250:3:5:0.881579, , , 
agaW, 588.3, , , , 34750:1:4:0, , , , , 38750:1:1:0.0625;44750:1:1:0, , 32250:1:1:0, 46750:2:3:0.9375;45250:3:4:0.0534351
agaY, 674.0, , , , , , , 25750:2:2:1, 3250:2:2:1, , , 50250:1:1:0;19250:2:3:1, 21250:1:1:0;9750:1:1:0;6750:1:1:0;11750:1:1:0
agaZ, 1078.7, , , , , , , , 30250:2:3:1;5750:2:3:0.962963, , , 10250:1:1:0, 10750:2:2:1;61250:3:4:0.12963;5750:1:1:0
agp, 1068.7, , , , , , , , , 34750:2:2:1;41250:1:1:0.0759494, , , 10250:1:1:0
ahpC, 537.0, , , , , , , , , , , , 
ahpF, 1293.0, , , , , , , 39750:3:3:0.603175, , 45250:2:2:0.939024, 10750:2:2:1, 43750:1:1:0, 42750:3:4:0.0877193;29750:1:1:0
aidB, 1330.7, , , , 24250:1:1:0, , , 50750:3:3:0.544554;19250:3:3:0.506329, 31750:1:1:0;52250:1:4:0.0444444;36250:2:3:0.971429, 44750:2:2:0.883929;49250:1:1:0;53750:3:5:0.736, 34750:3:4:0.38806;56250:3:6:0.194444;26750:1:1:0.0508475, 43750:2:3:1;15250:1:1:0, 3250:1:1:0.0130719;55250:1:1:0
ais, 578.0, , , , , , , 51750:1:1:0, , 47250:1:1:0, , , 11750:1:1:0
alaS, 2134.0, , , , , , , 56750:1:1:0;44250:3:4:0.206897;38250:1:1:0;49250:1:1:0;44250:3:6:0.263889;37750:1:1:0, 36250:1:1:0, , 22250:1:1:0;41750:1:1:0.05, 25250:2:3:1;17750:1:1:0, 6750:2:2:1;23250:1:1:0.00826446;35250:3:3:0.868687;38250:1:1:0;16750:1:1:0;7250:1:1:0;41750:3:4:0.0769231
aldA, 1206.0, , , , 32250:1:1:0;27750:1:1:0, , , , , , 44750:3:4:0.235294, 4750:2:2:1, 54250:3:6:0.681818;4750:1:1:0;19250:1:1:0
aldB, 1279.0, , , , , , , 28250:1:1:0;56750:1:1:0, , 57250:2:2:0.960526, 9750:2:2:1, 27250:1:1:0, 37750:1:1:0;53750:3:6:0.205674;17250:2:2:0.989011
aldH, 1233.7, , , , , , , 58750:1:6:0.02, 17750:1:4:0, 53250:1:1:0, 16750:2:2:1;26250:2:2:1, , 13750:2:2:0.9875
alkA, 747.0, , , , , , , , , 52750:2:2:0.974359, , , 9250:2:2:1;31250:3:4:0.0240964
alkB, 502.0, , , , , , , , , , , 23750:1:1:0;40750:2:3:1;14250:1:1:0, 4750:2:2:0.986842;4750:1:1:0
allA, 475.3, , , , , , , , , , , , 38250:1:1:0
allB, 1111.7, , , , , , , 32750:1:1:0, , , 8750:2:2:1;56750:1:1:0, 32250:1:1:0;47250:1:1:0, 59750:3:4:0.08;5250:2:2:1;8750:1:1:0
allC, 982.7, , , , , , , 29250:3:4:0.434783, , , , 5750:2:2:1;11750:1:1:0, 3250:1:1:0;40750:2:3:0.9375;42750:1:1:0
allD, 906.3, , , , , , , , , , 57250:3:6:0.148936;10250:1:1:0.113636, 13250:1:1:0, 26250:1:1:0
allP, 996.3, , , , , , , 38750:1:1:0, , , , 15250:1:1:0;9250:1:1:0;34250:2:3:1, 12250:1:1:0;750:1:1:0;48750:1:1:0;24750:1:1:0;23750:1:1:0
allR, 693.3, , , , , , , , , 46250:1:1:0;42750:1:1:0, 30750:1:1:0, 12250:2:2:1;19250:2:3:1, 7250:1:1:0;25250:1:1:0;750:1:1:0
alr, 818.3, , , , , , , , , , , 27250:2:3:1, 45750:3:4:0.0531915;6750:1:1:0
alr_2, 864.3, , , , , , , , 9250:1:4:0;5250:3:6:0.0909091;10750:2:3:0.962963, , 51250:1:1:0, 6250:1:1:0;32750:1:1:0, 36250:1:1:0;41750:1:1:0;40750:3:3:0.903226
alsA, 1283.0, , , , , , , 30250:3:3:0.467742;52250:3:3:0.458333, , 48750:1:1:0;34250:3:5:0.59375, 29250:2:2:1;54250:3:4:0.412698, 11750:2:2:1;35250:1:1:0.0333333, 35750:1:1:0;7250:1:1:0;15750:1:1:0;30750:1:1:0;21750:2:2:1;42750:3:4:0.0572917
alsB, 804.3, , , , , , , , 9750:1:1:0;24750:2:3:0.939394, , 55750:1:1:0, 13750:1:1:0;17250:1:4:0, 34250:1:1:0;34250:1:1:0;6250:2:2:1;16250:1:1:0;45250:3:4:0.116279
alsC, 772.7, , , , , , , , , , 56750:1:1:0.0208333;32250:1:1:0, 44250:1:1:0, 12250:2:2:1;17250:2:2:1
alsE, 552.7, , , , , , , , 9250:1:1:0, , , , 
alsK, 725.3, , , , , , , 37250:3:3:0.5875, 27250:1:1:0, 38750:1:1:0.0380952;43250:2:2:0.954023, , , 
amiA, 760.7, , , , , 34750:1:1:0, 27750:3:4:0.3, 29250:3:4:0.338235;30750:3:3:0.538462, 52750:1:4:0, 48250:1:1:0, , 26750:1:1:0;47250:1:1:0;34250:1:1:0;18750:1:1:0;43750:2:3:1;41250:1:1:0, 24750:2:2:1;35250:1:1:0;53750:1:1:0;6750:1:1:0;46250:1:1:0.00961538
amiB, 1029.0, , , , , , , , , , , , 46250:1:1:0.015625;9250:1:1:0.00952381
amiC, 1062.7, , , , , , 52750:1:1:0, 53750:3:4:0.448276;26250:2:2:1, , , 24750:1:1:0;57750:3:4:0.121212, 5250:1:1:0;32750:2:3:1;35250:2:3:1;15750:1:4:0, 750:1:1:0;3250:1:1:0;8750:1:1:0
amn, 1205.7, , , , , , , 59250:3:6:0.126316, , 44750:2:2:0.94152, 42750:3:4:0.391892;53250:3:3:0.547945;28750:1:1:0, 23750:2:3:1;39250:1:1:0, 43250:1:1:0
ampC, 948.3, 52250:1:1:0, , , , , , , 13250:2:3:1, 42250:2:2:0.95283;41250:1:1:0, 7250:2:2:1, 35250:2:3:1;20750:2:3:1;47750:2:3:1;17250:2:2:0.96875;3250:1:4:0, 7250:1:1:0;25750:2:2:0.993789;4250:1:1:0;27750:1:1:0.00595238;7250:1:1:0.00689655;35250:1:1:0;30750:1:1:0.00961538;3250:1:1:0
ampD, 423.7, , , , , , , , 7250:1:4:0.0204082, , , 41250:2:3:1, 3250:1:1:0
ampE, 638.3, , , , , , , 28750:3:3:0.715789;38750:1:1:0, , , 12750:2:2:1, , 60750:3:4:0.0699301
ampG, 1204.3, , , , , , , , 3750:2:3:0.977778, , 35750:1:1:0, 9750:1:1:0, 24750:2:2:1
ampH, 974.7, , , , , , , , 8250:1:4:0.0740741, , 51250:1:1:0;48250:1:1:0;9750:1:1:0;24250:1:1:0, , 
amtB, 987.0, , , , , , , 57250:3:6:0.297872, , , , 8250:2:2:1, 42750:3:4:0.0714286;1250:1:1:0.0107527;45750:1:1:0;8250:1:1:0
ansA, 874.0, , , , , , , , 10250:2:3:0.981481;17750:1:1:0, 52750:3:5:0.0252101, 50250:3:4:0.276923, 36750:2:3:1;10250:2:2:1, 35250:1:1:0;27250:1:1:0;10750:1:1:0.00775194;9250:1:1:0;54750:3:6:0.6;2250:1:1:0
ansB, 909.7, , , , , , , 53750:1:1:0, 7750:2:3:0.977273, 49750:1:1:0;41250:1:1:0, 49250:1:1:0;6250:3:4:0.241379, 21750:1:1:0, 19250:2:2:0.992;31250:1:1:0.00763359;32250:3:4:0.030303;35750:1:1:0
ansP, 1278.7, , , , , , , 51750:1:1:0;43750:3:4:0.532258;21250:3:4:0.425926, 22250:1:4:0.0517241, 50750:1:1:0, , 15750:1:1:0, 31250:3:4:0.0277778;43750:1:1:0;32250:2:3:0.956044;42250:3:4:0.11194;41250:1:1:0
apaG, 295.3, , , , , , , 30250:3:3:0.663265, , , , , 26750:3:3:0.875706
apaH, 651.3, , , , , , , , , , 10250:1:1:0, , 
apbA, 780.7, , , , , , , , 18750:1:1:0, 44750:2:2:0.917431;51250:1:1:0, 33750:3:3:0.588235, 27750:1:1:0;37750:1:1:0, 
aphA, 649.7, , , , 16750:1:1:0, , , 27250:3:4:0.5, 12750:1:4:0, 58250:3:5:0.677083, 56250:3:4:0.295455, , 15750:1:1:0;18250:1:1:0
appA, 1084.7, , , , , , , 41250:3:3:0.4375, , , , , 49250:3:6:0.697674
appB, 876.3, , , , , , , 43750:3:3:0.478261, 13250:2:3:1;3250:2:2:1;19250:1:4:0.0222222, , , 12250:1:1:0;33250:1:1:0;13250:1:1:0, 
appC, 1235.0, , 1750:2:2:1, , , , , 38250:3:3:0.630769;38750:1:1:0.0114943, , , 6750:2:2:1, 25750:1:1:0;23750:1:4:0, 12750:1:1:0.0150376;43750:1:1:0;10250:2:2:0.987805;19750:2:2:1;41750:3:4:0.0263158
appY, 697.3, , , 18250:2:2:1, 12250:1:1:0, , 55750:3:3:0.673077, 45750:3:3:0.666667, , , , 13250:1:1:0;8750:1:1:0, 49750:3:4:0.0689655
apt, 515.7, , , , , , , 21250:3:4:0.43662, , , , , 26750:3:4:0.0147059
aqpZ, 647.7, , , , , , , 53250:1:1:0, 12750:1:4:0;17750:1:1:0, , , , 41750:3:4:0.0660377;8750:1:1:0
