clonea	popb	day	locus	n.a. changec	a.a. changed	genee	annotation
D127_2-13	2	127	"36,588"	(A)7->6	coding (1237/1554 nt)	caiC <-	putative crotonobetaine/carnitine-CoA ligase
D127_2-13	2	127	"59,035"	T->C	pseudogene (562/579 nt)	yabP ->	"pseudogene, pentapeptide repeats-containing"
D127_2-13	2	127	"111,436"	C->T	intergenic (+3/+213)	mutT -> / <- yacG	"nucleoside triphosphate pyrophosphohydrolase, marked preference for dGTP/DNA gyrase inhibitor"
D127_2-13	2	127	"130,331"	(ATG)4->3	coding (928-930/1854 nt)	yacH <-	uncharacterized protein
D127_2-13	2	127	"132,658"	T->C	I348I (ATT->ATC) 	acnB ->	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
D127_2-13	2	127	"199,992"	G->A	E689K (GAA->AAA) 	bamA ->	BamABCDE complex OM biogenesis outer membrane pore-forming assembly factor
D127_2-13	2	127	"215,251"	A->G	E140G (GAA->GGA) 	arfB ->	"alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached"
D127_2-13	2	127	"236,394"	G->A	E110K (GAG->AAG) 	dnaQ ->	DNA polymerase III epsilon subunit
D127_2-13	2	127	"238,294"	C->T	G148E (GGA->GAA) 	ykfM <-	"lethality reduction protein, putative inner membrane protein"
D127_2-13	2	127	"270,243"	T->C	intergenic (-61/-35)	perR <- / -> insN	"CP4-6 prophage; putative DNA-binding transcriptional regulator/pseudogene, IS911 transposase A;IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related"
D127_2-13	2	127	"270,424"	A->G	pseudogene (147/258 nt)	insN ->	"pseudogene, IS911 transposase A;IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related"
D127_2-13	2	127	"282,080"	C->T	intergenic (-97/-198)	yagA <- / -> yagE	CP4-6 prophage; putative DNA-binding transcriptional regulator/2-keto-3-deoxy gluconate (KDG) aldolase; CP4-6 prophage
D127_2-13	2	127	"344,819"	(A)6->5	coding (644/816 nt)	yahL ->	uncharacterized protein
D127_2-13	2	127	"361,409"	G->A	T151I (ACC->ATC) 	lacA <-	thiogalactoside acetyltransferase
D127_2-13	2	127	"380,021"	(G)10->8	intergenic (-140/+47)	frmR <- / <- yaiO	regulator protein that represses frmRAB operon/outer membrane protein
D127_2-13	2	127	"400,389"	C->T	G179R (GGG->AGG) 	ddlA <-	D-alanine-D-alanine ligase A
D127_2-13	2	127	"412,546"	A->G	intergenic (-65/+61)	araJ <- / <- sbcC	"arabinose-inducible putative transporter, MFS family/exonuclease, dsDNA, ATP-dependent"
D127_2-13	2	127	"420,492"	C->T	A301V (GCT->GTT) 	brnQ ->	"branched-chain amino acid transport system 2 carrier protein; LIV-II transport system for Ile, Leu, and Val"
D127_2-13	2	127	"434,621"	Del;1 bp	intergenic (+63/-26)	ribD -> / -> ribE	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase/riboflavin synthase beta chain
D127_2-13	2	127	"436,313"	C->T	A227V (GCC->GTC) 	thiL ->	thiamine monophosphate kinase
D127_2-13	2	127	"458,752"	Del;1 bp	intergenic (+52/-136)	clpX -> / -> lon	ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease/DNA-binding ATP-dependent protease La
D127_2-13	2	127	"482,812"	A->G	V531A (GTA->GCA) 	acrB <-	multidrug efflux system protein
D127_2-13	2	127	"512,339"	C->T	Y233Y (TAC->TAT) 	glsA ->	glutaminase 1
D127_2-13	2	127	"521,790"	G->T	A459S (GCA->TCA) 	ybbP ->	putative ABC transporter permease
D127_2-13	2	127	"541,394"	A->G	Y277C (TAT->TGT) 	ybbY ->	putative uracil/xanthine transporter
D127_2-13	2	127	"564,105"	(A)6->7	coding (376/633 nt)	sfmZ <-	response regulator family protein
D127_2-13	2	127	"570,667"	C->T	intergenic (+239/-226)	ybcK -> / -> ybcL	"DLP12 prophage; putative recombinase/inactive polymorphonuclear leukocyte migration suppressor; DLP12 prophage; secreted protein, UPF0098 family"
D127_2-13	2	127	"589,030"	T->C	E642G (GAA->GGA) 	nfrA <-	"bacteriophage N4 receptor, outer membrane subunit"
D127_2-13	2	127	"604,406"	T->C	V86V (GTA->GTG) 	ybdG <-	"mechanosensitive channel protein, miniconductance"
D127_2-13	2	127	"605,367"	(T)6->7	coding (58/654 nt)	nfsB <-	"dihydropteridine reductase, NAD(P)H-dependent, oxygen-insensitive"
D127_2-13	2	127	"641,580"	T->C	E96E (GAA->GAG) 	uspG <-	universal stress protein UP12
D127_2-13	2	127	"650,916"	G->A	A314V (GCG->GTG) 	citC <-	[citrate [pro-3S]-lyase] ligase
D127_2-13	2	127	"654,206"	Del;1 bp	coding (345/681 nt)	citB ->	response regulator in two-component regulatory system with CitA
D127_2-13	2	127	"656,097"	G->A	intergenic (-129/-460)	dcuC <- / -> pagP	anaerobic C4-dicarboxylate transport/phospholipid:lipid A palmitoyltransferase
D127_2-13	2	127	"667,411"	G->A	S269S (AGC->AGT) 	mrdA <-	transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2)
D127_2-13	2	127	"685,423"	G->A	T169T (ACC->ACT) 	gltK <-	"glutamate, aspartate ABC transporter permease subunit"
D127_2-13	2	127	"686,154"	C->T	M172I (ATG->ATA) 	gltJ <-	"glutamate, aspartate ABC transporter permease subunit"
D127_2-13	2	127	"689,114"	C->T	intergenic (-101/+229)	insH1 <- / <- lnt	IS5 transposase and trans-activator/apolipoprotein N-acyltransferase
D127_2-13	2	127	"698,398"	G->A	R260R (CGC->CGT) 	asnB <-	asparagine synthetase B
D127_2-13	2	127	"721,124"	C->T	E204K (GAA->AAA) 	kdpE <-	response regulator in two-component regulatory system with KdpD
D127_2-13	2	127	"727,106"	Del;1 bp	coding (1627/1674 nt)	kdpA <-	"potassium translocating ATPase, subunit A"
D127_2-13	2	127	"746,401"	G->A	G156E (GGA->GAA) 	nei ->	endonuclease VIII/ 5-formyluracil/5-hydroxymethyluracil DNA glycosylase
D127_2-13	2	127	"749,529"	(T)5->4	coding (179/729 nt)	ybgP <-	putative periplasmic pilin chaperone
D127_2-13	2	127	"750,509"	A->G	L554P (CTC->CCC) 	ybgQ <-	putative outer membrane protein
D127_2-13	2	127	"762,273"	A->G	E251G (GAA->GGA) 	sucB ->	dihydrolipoyltranssuccinase
D127_2-13	2	127	"779,270"	C->T	N68N (AAC->AAT) 	pal ->	peptidoglycan-associated outer membrane lipoprotein
D127_2-13	2	127	"808,960"	G->T	P100T (CCG->ACG) 	bioA <-	"7,8-diaminopelargonic acid synthase, PLP-dependent"
D127_2-13	2	127	"844,478"	(A)5->6	coding (1003/2226 nt)	ybiO <-	"mechanosensitive channel protein, intermediate conductance"
D127_2-13	2	127	"845,413"	C->T	G23D (GGC->GAC) 	ybiO <-	"mechanosensitive channel protein, intermediate conductance"
D127_2-13	2	127	"865,166"	Del;1 bp	coding (1199/1236 nt)	moeA <-	molybdopterin molybdenumtransferase; molybdopterin biosynthesis protein
D127_2-13	2	127	"884,345"	(G)5->4	coding (673/1233 nt)	mdfA ->	multidrug efflux system protein
D127_2-13	2	127	"886,349"	C->T	D331N (GAT->AAT) 	ybjJ <-	putative transporter
D127_2-13	2	127	"907,880"	C->T	E135K (GAA->AAA) 	ybjT <-	putative NAD-dependent oxidoreductase
D127_2-13	2	127	"949,557"	A->G	N4N (AAT->AAC) 	ycaN <-	LysR family putative transcriptional regulator
D127_2-13	2	127	"954,819"	Del;1 bp	intergenic (-353/+53)	focA <- / <- ycaO	formate channel/ribosomal protein S12 methylthiotransferase accessory factor
D127_2-13	2	127	"1,000,071"	C->T	P286S (CCT->TCT) 	elfC ->	putative outer membrane fimbrial subunit export usher protein
D127_2-13	2	127	"1,020,252"	(A)8->7	intergenic (-199/+158)	ompA <- / <- sulA	outer membrane protein A (3a;II*;G;d)/SOS cell division inhibitor
D127_2-13	2	127	"1,026,812"	(C)6->5	coding (204/459 nt)	mgsA <-	methylglyoxal synthase
D127_2-13	2	127	"1,055,584"	A->G	Y199H (TAT->CAT) 	torS <-	hybrid sensory histidine kinase in two-component regulatory system with TorR
D127_2-13	2	127	"1,063,236"	C->T	G180G (GGG->GGA) 	cbpA <-	DnaK co-chaperone; curved DNA-binding protein
D127_2-13	2	127	"1,098,010"	C->T	A42V (GCT->GTT) 	ghrA ->	glyoxylate/hydroxypyruvate reductase A
D127_2-13	2	127	"1,126,087"	C->T	Q176* (CAA->TAA) 	rimJ ->	ribosomal-protein-S5-alanine N-acetyltransferase
D127_2-13	2	127	"1,129,435"	G->T	G132G (GGC->GGA) 	flgN <-	export chaperone for FlgK and FlgL
D127_2-13	2	127	"1,156,682"	C->T	N307N (AAC->AAT) 	holB ->	"DNA polymerase III, delta prime subunit"
D127_2-13	2	127	"1,165,916"	A->G	intergenic (+231/-169)	ycfP -> / -> ndh	putative UPF0227 family esterase/respiratory NADH dehydrogenase 2/cupric reductase
D127_2-13	2	127	"1,175,325"	(G)5->4	intergenic (-160/-102)	ycfT <- / -> lolC	inner membrane protein/lipoprotein-releasing system transmembrane protein
D127_2-13	2	127	"1,181,144"	C->T	E42K (GAA->AAA) 	ycfZ <-	inner membrane protein
D127_2-13	2	127	"1,217,421"	G->A	A32T (GCA->ACA) 	ycgG ->	putative membrane-anchored cyclic-di-GMP phosphodiesterase
D127_2-13	2	127	"1,219,680"	T->C	pseudogene (80/2648 nt)	ycgH ->	pseudogene; putative ATP-binding component of a transport system
D127_2-13	2	127	"1,240,077"	A->G	intergenic (+128/+258)	dadX -> / <- cvrA	"alanine racemase, catabolic, PLP-binding/putative cation/proton antiporter"
D127_2-13	2	127	"1,250,454"	T->C	T129A (ACT->GCT) 	dhaK <-	"dihydroxyacetone kinase, PTS-dependent, dihydroxyacetone-binding subunit"
D127_2-13	2	127	"1,266,037"	A->G	E342E (GAA->GAG) 	prfA ->	peptide chain release factor RF-1
D127_2-13	2	127	"1,280,290"	G->A	A143T (GCC->ACC) 	narG ->	"nitrate reductase 1, alpha subunit"
D127_2-13	2	127	"1,289,229"	 +G	intergenic (-97/-16)	ychJ <- / -> rssA	UPF0225 family protein/putative patatin-like family phospholipase
D127_2-13	2	127	"1,289,758"	(G)5->4	coding (514/906 nt)	rssA ->	putative patatin-like family phospholipase
D127_2-13	2	127	"1,294,694"	(A)6->7	pseudogene (299/567 nt)	insZ <-	"pseudogene, transposase homolog"
D127_2-13	2	127	"1,298,807"	A->G	Q70Q (CAA->CAG) 	ychE ->	UPF0056 family inner membrane protein
D127_2-13	2	127	"1,318,591"	G->T	L400I (CTT->ATT) 	trpC <-	fused indole-3-glycerolphosphate synthetase/N-(5-phosphoribosyl)anthranilate isomerase
D127_2-13	2	127	"1,322,504"	C->T	G148D (GGC->GAC) 	trpE <-	component I of anthranilate synthase
D127_2-13	2	127	"1,322,670"	C->T	E93K (GAA->AAA) 	trpE <-	component I of anthranilate synthase
D127_2-13	2	127	"1,349,529"	C->T	G193G (GGG->GGA) 	yciW <-	putative oxidoreductase
D127_2-13	2	127	"1,370,044"	(T)9->8	intergenic (+41/-172)	pspE -> / -> ycjM	thiosulfate:cyanide sulfurtransferase (rhodanese)/alpha amylase catalytic domain family protein
D127_2-13	2	127	"1,400,642"	C->T	E378K (GAA->AAA) 	abgT <-	p-aminobenzoyl-glutamate transporter; membrane protein
D127_2-13	2	127	"1,408,454"	A->G	E135E (GAA->GAG) 	ydaN ->	putative Zn(II) transporter
D127_2-13	2	127	"1,422,385"	G->T	V135F (GTT->TTT) 	ydaV ->	Rac prophage; putative DNA replication protein
D127_2-13	2	127	"1,487,556"	C->T	Q108* (CAG->TAG) 	ydcF ->	"DUF218 superfamily protein, SAM-binding"
D127_2-13	2	127	"1,532,762"	T->C	V316A (GTA->GCA) 	ydcC ->	H repeat-associated putative transposase
D127_2-13	2	127	"1,535,433"	A->G	H142H (CAT->CAC) 	yddE <-	PhzC-PhzF family protein
D127_2-13	2	127	"1,539,083"	 +T	coding (3508/3741 nt)	narZ <-	"nitrate reductase 2 (NRZ), alpha subunit"
D127_2-13	2	127	"1,554,490"	Del;1 bp	coding (1180/1698 nt)	maeA <-	"malate dehydrogenase, (decarboxylating, NAD-requiring) (malic enzyme)"
D127_2-13	2	127	"1,615,343"	T->C	V180V (GTT->GTC) 	yneJ ->	putative DNA-binding transcriptional regulator
D127_2-13	2	127	"1,615,772"	C->T	P4S (CCA->TCA) 	yneK ->	uncharacterized protein
D127_2-13	2	127	"1,649,713"	Del;1 bp	coding (105/189 nt)	dicB ->	Qin prophage; cell division inhibition protein
D127_2-13	2	127	"1,661,557"	 +G	coding (1002/2424 nt)	ynfF ->	"S- and N-oxide reductase, A subunit, periplasmic"
D127_2-13	2	127	"1,689,478"	G->A	L301L (TTG->TTA) 	manA ->	mannose-6-phosphate isomerase
D127_2-13	2	127	"1,707,545"	T->C	I209I (ATT->ATC) 	rsxC ->	SoxR iron-sulfur cluster reduction factor component; putative membrane-associated NADH oxidoreductase of electron transport complex
D127_2-13	2	127	"1,732,974"	T->C	S1296S (AGT->AGC) 	lhr ->	putative ATP-dependent helicase
D127_2-13	2	127	"1,733,257"	G->A	G1391S (GGT->AGT) 	lhr ->	putative ATP-dependent helicase
D127_2-13	2	127	"1,738,094"	(A)7->8	coding (251/1026 nt)	purR ->	"transcriptional repressor, hypoxanthine-binding"
D127_2-13	2	127	"1,781,746"	G->A	A118T (GCC->ACC) 	ydiS ->	putative oxidoreductase
D127_2-13	2	127	"1,798,802"	C->T	E47E (GAG->GAA) 	pheS <-	"phenylalanine tRNA synthetase, alpha subunit"
D127_2-13	2	127	"1,840,784"	T->C	*207* (TAA->TGA) 	ynjF <-	"inner membrane protein, phosphatidylglycerophosphate synthase homolog"
D127_2-13	2	127	"1,842,514"	G->A	M48I (ATG->ATA) 	gdhA ->	"glutamate dehydrogenase, NADP-specific"
D127_2-13	2	127	"1,844,927"	(A)8->9	intergenic (-56/+72)	ynjI <- / <- topB	inner membrane protein/DNA topoisomerase III
D127_2-13	2	127	"1,851,167"	T->C	F103S (TTC->TCC) 	ansA ->	cytoplasmic L-asparaginase 1
D127_2-13	2	127	"1,856,973"	(T)6->7	coding (797/837 nt)	ydjI <-	putative aldolase
D127_2-13	2	127	"1,862,831"	G->A	A21T (GCT->ACT) 	gapA ->	glyceraldehyde-3-phosphate dehydrogenase A
D127_2-13	2	127	"1,876,289"	Del;1 bp	coding (617/1182 nt)	yeaN ->	putative transporter
D127_2-13	2	127	"1,912,757"	C->T	intergenic (-181/+11)	htpX <- / <- prc	putative endopeptidase/carboxy-terminal protease for penicillin-binding protein 3
D127_2-13	2	127	"1,915,471"	Del;1 bp	coding (64/699 nt)	proQ <-	"RNA chaperone, putative ProP translation regulator"
D127_2-13	2	127	"1,942,469"	C->T	A39T (GCT->ACT) 	znuA <-	zinc transporter subunit: periplasmic-binding component of ABC superfamily
D127_2-13	2	127	"1,956,387"	G->A	S207S (AGC->AGT) 	torZ <-	"trimethylamine N-oxide reductase system III, catalytic subunit"
D127_2-13	2	127	"1,968,057"	C->T	A149T (GCG->ACG) 	cheB <-	fused chemotaxis regulator: protein-glutamate methylesterase in two-component regulatory system with CheA
D127_2-13	2	127	"2,013,366"	(C)5->4	coding (138/1659 nt)	fliF ->	flagellar basal-body MS-ring and collar protein
D127_2-13	2	127	"2,016,647"	A->G	T32A (ACC->GCC) 	fliI ->	flagellum-specific ATP synthase
D127_2-13	2	127	"2,035,600"	Del;1 bp	intergenic (+357/-235)	yedS -> / -> hchA	"pseudogene, outer membrane protein homology; putative outer membrane protein/glyoxalase III and Hsp31 molecular chaperone"
D127_2-13	2	127	"2,052,383"	Del;1 bp	pseudogene (946/1053 nt)	yeeL <-	"pseudogene, glycosyltransferase homology"
D127_2-13	2	127	"2,056,100"	T->C	V347A (GTG->GCG) 	amn ->	AMP nucleosidase
D127_2-13	2	127	"2,061,384"	T->C	I184V (ATT->GTT) 	nac <-	nitrogen assimilation regulon transcriptional regulator; autorepressor
D127_2-13	2	127	"2,063,707"	G->A	A254V (GCT->GTT) 	cobT <-	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
D127_2-13	2	127	"2,081,860"	Del;1 bp	coding (688/1167 nt)	dacD <-	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 6b)
D127_2-13	2	127	"2,112,347"	G->A	H239Y (CAT->TAT) 	rfbB <-	"dTDP-glucose 4,6 dehydratase, NAD(P)-binding"
D127_2-13	2	127	"2,114,474"	C->T	intergenic (-147/+28)	wcaN <- / <- wcaM	putative regulatory subunit for GalU/colanic acid biosynthesis protein
D127_2-13	2	127	"2,123,207"	(C)5->4	coding (1314/1437 nt)	cpsB <-	mannose-1-phosphate guanyltransferase
D127_2-13	2	127	"2,135,783"	G->A	H106Y (CAC->TAC) 	wzb <-	colanic acid production protein-tyrosine-phosphatase; Wzc-P dephosphorylase
D127_2-13	2	127	"2,136,099"	G->A	intergenic (-1/+5)	wzb <- / <- wza	colanic acid production protein-tyrosine-phosphatase; Wzc-P dephosphorylase/colanic acid export protein; outer membrane auxillary lipoprotein
D127_2-13	2	127	"2,167,343"	Del;1 bp	coding (178/219 nt)	ogrK <-	positive regulator of P2 growth (insertion of P2 ogr gene into the chromosome)
D127_2-13	2	127	"2,189,692"	G->A	H407Y (CAT->TAT) 	yehB <-	putative outer membrane protein
D127_2-13	2	127	"2,201,042"	A->T	D255V (GAT->GTT) 	yehI ->	DUF4132 domain-containing protein
D127_2-13	2	127	"2,217,340"	T->C	N23S (AAT->AGT) 	yehX <-	putative ABC superfamily transporter ATP-binding subunit
D127_2-13	2	127	"2,227,340"	(C)6->5	pseudogene (1270/1287 nt)	mdtQ <-	pseudogene; putative channel/filament proteins
D127_2-13	2	127	"2,235,648"	G->A	A128A (GCG->GCA) 	preA ->	"dihydropyrimidine dehydrogenase, NADH-dependent, subunit C"
D127_2-13	2	127	"2,281,485"	(C)5->3	coding (854-855/1761 nt)	yejH ->	putative ATP-dependent DNA or RNA helicase
D127_2-13	2	127	"2,295,532"	(A)6->7	coding (55/210 nt)	ccmD <-	cytochrome c biogenesis protein
D127_2-13	2	127	"2,296,031"	(G)5->4	coding (290/738 nt)	ccmC <-	heme exporter subunit
D127_2-13	2	127	"2,323,396"	Del;1 bp	intergenic (+145/-51)	atoC -> / -> atoD	"fused response regulator of ato operon, in two-component system with AtoS: response regulator/sigma54 interaction protein/acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit"
D127_2-13	2	127	"2,333,701"	C->T	pseudogene (702/4605 nt)	yfaS <-	"pseudogene, bacterial alpha2-macroglobulin YfaS variant family; putative membrane protein"
D127_2-13	2	127	"2,356,592"	G->A	E358K (GAA->AAA) 	glpC ->	"anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster"
D127_2-13	2	127	"2,370,139"	G->A	G41D (GGC->GAC) 	arnD ->	undecaprenyl phosphate-alpha-L-ara4FN deformylase
D127_2-13	2	127	"2,378,710"	T->C	S184G (AGC->GGC) 	menD <-	2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase; SEPHCHC synthase
D127_2-13	2	127	"2,381,759"	C->T	A51V (GCC->GTC) 	rbn ->	"RNase BN, tRNA processing enzyme"
D127_2-13	2	127	"2,393,415"	C->T	L544L (CTG->CTA) 	nuoL <-	"NADH:ubiquinone oxidoreductase, membrane subunit L"
D127_2-13	2	127	"2,404,172"	A->G	F148L (TTC->CTC) 	nuoB <-	"NADH:ubiquinone oxidoreductase, chain B"
D127_2-13	2	127	"2,412,838"	(G)5->4	coding (295/456 nt)	yfbV <-	UPF0208 family inner membrane protein
D127_2-13	2	127	"2,416,246"	G->A	M500I (ATG->ATA) 	pta ->	phosphate acetyltransferase
D127_2-13	2	127	"2,421,767"	G->A	L20L (TTG->TTA) 	yfcH ->	putative NAD-dependent nucleotide-sugar epimerase
D127_2-13	2	127	"2,425,539"	Del;1 bp	coding (378/687 nt)	hisQ <-	histidine/lysine/arginine/ornithine transporter permease subunit
D127_2-13	2	127	"2,430,203"	C->T	P12P (CCG->CCA) 	purF <-	amidophosphoribosyltransferase
D127_2-13	2	127	"2,436,600"	C->T	G17D (GGC->GAC) 	usg <-	putative semialdehyde dehydrogenase
D127_2-13	2	127	"2,455,757"	(A)7->8	intergenic (-111/+570)	yfcV <- / <- sixA	putative fimbrial-like adhesin protein/phosphohistidine phosphatase
D127_2-13	2	127	"2,463,088"	T->C	V26A (GTT->GCT) 	yfdF ->	uncharacterized protein
D127_2-13	2	127	"2,466,971"	G->A	E143K (GAA->AAA) 	intS ->	CPS-53 (KpLE1) prophage; putative prophage CPS-53 integrase
D127_2-13	2	127	"2,494,930"	(C)5->6	coding (233/276 nt)	ypdI ->	putative lipoprotein involved in colanic acid biosynthesis
D127_2-13	2	127	"2,505,088"	C->T	V154I (GTT->ATT) 	ypdE <-	aminopeptidase
D127_2-13	2	127	"2,511,269"	G->A	G90D (GGC->GAC) 	ypeC ->	DUF2502 family putative periplasmic protein
D127_2-13	2	127	"2,521,786"	G->A	P231L (CCG->CTG) 	xapR <-	transcriptional activator of xapAB
D127_2-13	2	127	"2,539,436"	C->T	V50I (GTC->ATC) 	cysM <-	cysteine synthase B (O-acetylserine sulfhydrolase B)
D127_2-13	2	127	"2,566,256"	Del;1 bp	coding (629/1404 nt)	eutA <-	reactivating factor for ethanolamine ammonia lyase
D127_2-13	2	127	"2,610,405"	G->A	C81Y (TGT->TAT) 	hyfH ->	"hydrogenase 4, Fe-S subunit"
D127_2-13	2	127	"2,614,818"	G->A	intergenic (+36/+2)	focB -> / <- yfgO	putative formate transporter/putative UPF0118 family inner membrane permease
D127_2-13	2	127	"2,617,057"	G->A	A322T (GCC->ACC) 	bepA ->	periplasmic metalloprotease and chaperone for OM protein maintenance and assembly
D127_2-13	2	127	"2,632,703"	T->C	K456K (AAA->AAG) 	guaB <-	IMP dehydrogenase
D127_2-13	2	127	"2,635,365"	G->A	Q378Q (CAG->CAA) 	xseA ->	"exonuclease VII, large subunit"
D127_2-13	2	127	"2,640,018"	C->T	E186E (GAG->GAA) 	hisS <-	histidyl tRNA synthetase
D127_2-13	2	127	"2,640,842"	G->A	T321T (ACC->ACT) 	ispG <-	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
D127_2-13	2	127	"2,652,855"	(G)6->7	coding (362/846 nt)	sseA ->	3-mercaptopyruvate sulfurtransferase
D127_2-13	2	127	"2,670,099"	C->T	S356S (AGC->AGT) 	hcaE ->	"3-phenylpropionate dioxygenase, large (alpha) subunit"
D127_2-13	2	127	"2,685,692"	T->C	intergenic (-185/-143)	glyA <- / -> hmp	serine hydroxymethyltransferase/fused nitric oxide dioxygenase/dihydropteridine reductase 2
D127_2-13	2	127	"2,708,567"	G->A	A63V (GCA->GTA) 	rseB <-	"anti-sigma E factor, binds RseA"
D127_2-13	2	127	"2,754,784"	(A)8->9	intergenic (-20/-112)	ratA <- / -> smpB	toxic UPF0083 family protein inhibitor of 70S ribosome formation/trans-translation protein
D127_2-13	2	127	"2,811,060"	(A)5->6	coding (291/531 nt)	mprA ->	transcriptional repressor of microcin B17 synthesis and multidrug efflux
D127_2-13	2	127	"2,827,024"	A->G	P211P (CCA->CCG) 	srlE ->	glucitol/sorbitol-specific enzyme IIB component of PTS
D127_2-13	2	127	"2,857,991"	C->A	T300K (ACG->AAG) 	mutS ->	methyl-directed mismatch repair protein
D127_2-13	2	127	"2,862,980"	G->A	A216T (GCC->ACC) 	ygbK ->	FliA-regulated DUF1537 family protein
D127_2-13	2	127	"2,886,103"	C->T	A373T (GCT->ACT) 	ygcB <-	R-loop helicase-annealase Cas3 needed for Cascade anti-viral activity
D127_2-13	2	127	"2,891,981"	Del;1 bp	intergenic (-83/-233)	cysJ <- / -> queD	"sulfite reductase, alpha subunit, flavoprotein/6-pyruvoyl tetrahydrobiopterin synthase (PTPS)"
D127_2-13	2	127	"2,905,516"	(A)5->4	intergenic (-98/-41)	queE <- / -> yqcG	7-carboxy-7-deazaguanine synthase; queosine biosynthesis/uncharacterized protein
D127_2-13	2	127	"2,919,673"	Del;1 bp	coding (1074/1341 nt)	gudX <-	"glucarate dehydratase-related protein, substrate unknown"
D127_2-13	2	127	"2,928,467"	(A)5->6	coding (239/1290 nt)	sdaC ->	putative serine transporter
D127_2-13	2	127	"2,941,490"	C->T	A48T (GCG->ACG) 	ygdD <-	UPF0382 family inner membrane protein
D127_2-13	2	127	"2,946,705"	(C)5->4	coding (474/1098 nt)	mltA <-	membrane-bound lytic murein transglycosylase A
D127_2-13	2	127	"2,954,064"	C->A	G647V (GGT->GTT) 	recB <-	"exonuclease V (RecBCD complex), beta subunit"
D127_2-13	2	127	"2,965,669"	G->T	S123S (TCC->TCA) 	lgt <-	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase
D127_2-13	2	127	"2,967,795"	Del;1 bp	coding (640/2247 nt)	ptsP <-	fused PTS enzyme: PEP-protein phosphotransferase (enzyme I)/GAF domain containing protein
D127_2-13	2	127	"2,970,735"	G->A	E106K (GAA->AAA) 	ygdQ ->	UPF0053 family inner membrane protein
D127_2-13	2	127	"2,996,455"	C->T	A275T (GCG->ACG) 	insD1 <-	IS2 transposase TnpB
D127_2-13	2	127	"3,016,459"	G->A	A134T (GCG->ACG) 	ygfK ->	putative Fe-S subunit oxidoreductase subunit
D127_2-13	2	127	"3,019,197"	C->T	H13Y (CAC->TAC) 	ssnA ->	putative chlorohydrolase/aminohydrolase
D127_2-13	2	127	"3,022,539"	T->C	V408V (GTT->GTC) 	xdhD ->	"putative hypoxanthine oxidase, molybdopterin-binding/Fe-S binding"
D127_2-13	2	127	"3,040,459"	Del;1 bp	coding (365/408 nt)	cptA <-	toxin of CptAB toxin-antitoxin pair
D127_2-13	2	127	"3,066,052"	C->T	S417S (AGC->AGT) 	scpC ->	propionyl-CoA:succinate CoA transferase
D127_2-13	2	127	"3,147,613"	C->A	pseudogene (79/420 nt)	yghX <-	"pseudogene, dienlactone hydrolase family"
D127_2-13	2	127	"3,147,761"	G->A	intergenic (-70/-136)	yghX <- / -> gpr	"pseudogene, dienlactone hydrolase family/L-glyceraldehyde 3-phosphate reductase"
D127_2-13	2	127	"3,156,162"	G->A	G270S (GGC->AGC) 	yqhD ->	"aldehyde reductase, NADPH-dependent"
D127_2-13	2	127	"3,160,514"	G->A	G211G (GGC->GGT) 	ygiQ <-	Radical SAM superfamily protein
D127_2-13	2	127	"3,172,013"	G->A	P67S (CCA->TCA) 	ygiZ <-	inner membrane protein
D127_2-13	2	127	"3,191,162"	(A)6->7	coding (531/1065 nt)	yqiI ->	fimbrial protein
D127_2-13	2	127	"3,192,444"	(T)7->8	coding (237/630 nt)	yqiJ ->	DUF1449 family inner membrane protein
D127_2-13	2	127	"3,204,299"	G->A	S97S (AGC->AGT) 	folB <-	bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase
D127_2-13	2	127	"3,225,763"	C->T	Y14Y (TAC->TAT) 	ebgC ->	"evolved beta-D-galactosidase, beta subunit; cupin superfamily"
D127_2-13	2	127	"3,231,743"	C->T	H27Y (CAC->TAC) 	fadH ->	"2,4-dienoyl-CoA reductase, NADH and FMN-linked"
D127_2-13	2	127	"3,239,798"	G->A	intergenic (+253/-146)	alx -> / -> sstT	putative membrane-bound redox modulator/sodium:serine/threonine symporter
D127_2-13	2	127	"3,269,235"	C->T	T274I (ACA->ATA) 	yhaC ->	pentapetide repeats-related protein
D127_2-13	2	127	"3,270,217"	G->A	intergenic (+615/+408)	yhaC -> / <- garK	pentapetide repeats-related protein/glycerate kinase I
